id	type	name	description
PP7435_Chr1-0132	ORF	PP7435_Chr1-0132	Protein with low similarity to peptidyl-prolyl cis-trans isomerase-like protein
PP7435_Chr1-0133	ORF	SDT1	Pyrimidine nucleotidase, overexpression in S. cerevisiae suppresses the 6-AU sensitivity of transcription elongation factor S-II, as well as resistance to other pyrimidine derivatives, Pichia pastoris does not have the paralog PHM8
PP7435_Chr1-0134	ORF	PP7435_Chr1-0134	Hypothetical protein not conserved
PP7435_Chr1-0135	ORF	COX5A	Subunit Va of cytochrome c oxidase, cytochrome c oxidase is the terminal member of the mitochondrial inner membrane electron transport chain, Cox5Ap is predominantly expressed in S. cerevisiae during aerobic growth while its isoform Vb (Cox5Bp) is expressed during anaerobic growth, Pichia pastoris has the paralog COX5B
PP7435_Chr1-0136	ORF	ERJ5	Type I membrane protein with a J domain is required to preserve the folding capacity of the ER, enriched among several compartments, loss in S. cerevisiae of the non-essential ERJ5 gene leads to a constitutively induced unfolded protein response
PP7435_Chr1-0137	ORF	SAP185	Protein that forms a complex with the Sit4p protein phosphatase, required for Sit4p function, member of a family of similar proteins including Sap4p, Sap155p, and Sap190p, Pichia pastoris has also the paralog SAP190
PP7435_Chr1-0138	ORF	PP7435_Chr1-0138	Protein with low similarity to SHE10, protein involved in outer spore wall assembly, enriched among several compartments
PP7435_Chr1-0139	ORF	ATP11	Molecular chaperone, required for the assembly of alpha and beta subunits into the F1 sector of mitochondrial F1F0 ATP synthase, enriched in plasma membrane and cytosol in glucose-grown cells
PP7435_Chr1-0140	ORF	KTR3	Putative alpha-1,2-mannosyltransferase, involved in O- and N-linked protein glycosylation, member of the KRE2/MNT1 mannosyltransferase family, Svp26p mediates upTake of Ktr3p into COPII vesicles, known in S. cerevisiae as protein that relocalizes from nucleus to vacuole upon DNA replication stress
PP7435_Chr1-0141	ORF	APS1	Small subunit of the clathrin-associated adaptor complex AP-1, which is involved in protein sorting at the trans-Golgi network, homolog of the sigma subunit of the mammalian clathrin AP-1 complex
PP7435_Chr1-0142	tRNA	PP7435_Chr1-0142	Putative transfer RNA for Tryptophan (tRNA-Trp)
PP7435_Chr1-0143	ORF	TMN3	Protein with a role in cellular adhesion and filamentous growth, similar to Emp70p and Tmn2p, member of Transmembrane Nine family with 9 transmembrane segments, enriched in Golgi in glucose-grown cells, localizes in S. cerevisiae to Golgi and induced by 8-methoxypsoralen plus UVA irradiation
PP7435_Chr1-0144	ORF	LSM4	Lsm (Like Sm) protein, part of heteroheptameric complexes (Lsm2p-7p and either Lsm1p or 8p): cytoplasmic Lsm1p complex involved in mRNA decay, nuclear Lsm8p complex part of U6 snRNP and possibly involved in processing tRNA, snoRNA, and rRNA, enriched in cytosol, forms cytoplasmic foci upon DNA replication stress
PP7435_Chr1-0145	ORF	TEL1	Protein kinase primarily involved in telomere length regulation, contributes cell cycle checkpoint control in response to DNA damage, functionally redundant with Mec1p, regulates P-body formation induced by replication stress, homolog of human ataxia-telangiectasia mutated (ATM) gene, the gene responsible for ataxia telangiectasia (AT) (OMIM 607585), enriched in Golgi in glucose-grown cells
PP7435_Chr1-0146	ORF	RPL23A	Ribosomal 60S subunit protein L23A, homologous to mammalian ribosomal protein L23 and bacterial L14, enriched in plasma membrane, Pichia pastoris does not have the paralog RPL23B
PP7435_Chr1-0147	ORF	PP7435_Chr1-0147	Protein with low similarity to SLX8, subunit of Slx5-Slx8 SUMO-targeted ubiquitin ligase (STUbL) complex
PP7435_Chr1-0148	ORF	PP7435_Chr1-0148	Hypothetical protein not conserved
PP7435_Chr1-0149	ORF	PP7435_Chr1-0149	Hypothetical protein not conserved
PP7435_Chr1-0150	ORF	BOI2	Protein implicated in polar growth, functionally redundant with Boi1p, interacts with bud-emergence protein Bem1p, contains an SH3 (src homology 3) domain and a PH (pleckstrin homology) domain, enriched in plasma membrane, and additionally enriched in microsome in glucose-grown cells, Pichia pastoris does not have the paralog BOI1
PP7435_Chr1-0151	ORF	CDC27	Subunit of the Anaphase-Promoting Complex/Cyclosome (APC/C), which is a ubiquitin-protein ligase required for degradation of anaphase inhibitors, including mitotic cyclins, during the metaphase/anaphase transition
PP7435_Chr1-0152	ORF	SHO1	Transmembrane osmosensor involved in activation of the Cdc42p- and MAP kinase-dependent filamentous growth pathway and the high-osmolarity glycerol response pathway, phosphorylated by Hog1p, interacts with Pbs2p, Msb2p, Hkr1p, and Ste11p
PP7435_Chr1-0153	ORF	UBR1	E3 ubiquitin ligase (N-recognin), forms heterodimer with Rad6p to ubiquitinate substrates in the N-end rule pathway, regulates peptide transport via Cup9p ubiquitination, plays a major role in targeting cytosolic misfolded proteins for degradation, mutation in human UBR1 causes Johansson-Blizzard Syndrome (JBS)
PP7435_Chr1-0154	ORF	URB2	Protein required for normal metabolism of the rRNA primary transcript, nucleolar protein, proposed to be involved in ribosome biogenesis
PP7435_Chr1-0155	ORF	UIP4	Protein that interacts with Ulp1p, a Ubl (ubiquitin-like protein)-specific protease for Smt3p protein conjugates, detected in a phosphorylated state in the mitochondrial outer membrane, also detected in ER and nuclear envelope
PP7435_Chr1-0156	ORF	TPN1	Pyridoxine (vitamin B6) transporter, known in S. cerevisiae as plasma membrane protein, member of the purine-cytosine permease subfamily within the major facilitator superfamily, proton symporter with similarity to Fcy21p, Fcy2p, and Fcy22p
PP7435_Chr1-0157	ORF	PP7435_Chr1-0157	Protein with low similarity to ARO genes
PP7435_Chr1-0158	ORF	MRN1	RNA-binding protein that may be involved in translational regulation, binds specific categories of mRNAs, including those that contain upstream open reading frames (uORFs) and internal ribosome entry sites (IRES), interacts genetically with chromatin remodelers and splicing factors, linking chromatin state, splicing and as a result mRNA maturation
PP7435_Chr1-0159	ORF	PP7435_Chr1-0159	Hypothetical protein not conserved
PP7435_Chr1-0160	ORF	SLC1	1-acyl-sn-glycerol-3-phosphate acyltransferase, catalyzes the acylation of lysophosphatidic acid to form phosphatidic acid, a key intermediate in lipid metabolism, enzymatic activity detected in lipid particles and microsomes, enriched among several compartments
PP7435_Chr1-0161	ORF	DCP1	Subunit of the Dcp1p-Dcp2p decapping enzyme complex, decapping complex removes the 5' cap structure from mRNAs prior to their degradation, enhances the activity of catalytic subunit Dcp2p, regulated by DEAD box protein Dhh1p, forms cytoplasmic foci upon DNA replication stress
PP7435_Chr1-0162	ORF	RGA1	GTPase-activating protein for polarity-establishment protein Cdc42p, implicated in control of septin organization, pheromone response, and haploid invasive growth, known in S. cerevisiae as bud neck protein that relocalizes to cytoplasm upon DNA replication stress, Pichia pastoris does not have the paralog RGA2
PP7435_Chr1-0163	ORF	FMP40	Putative protein of unknown function, proposed to be involved in responding to environmental stresses, in S. cerevisiae the authentic non-tagged protein is detected in highly purified mitochondria in high-throughput studies
PP7435_Chr1-0164	ORF	BET1	Type II membrane protein required for vesicular transport between the ER and Golgi complex, v-SNARE with similarity to synaptobrevins
PP7435_Chr1-0165	ORF	CFD1	Highly conserved, iron-sulfur cluster binding protein known in S. cerevisiae as cytoplasmic protein which forms a complex with Nbp35p that is involved in iron-sulfur protein assembly in the cytosol
PP7435_Chr1-0166	ORF	PP7435_Chr1-0166	Hypothetical protein not conserved
PP7435_Chr1-0167	ORF	YEA4	Uridine diphosphate-N-acetylglucosamine (UDP-GlcNAc) transporter required for cell wall chitin synthesis, enriched in Golgi, known in S. cerevisiae as ER protein
PP7435_Chr1-0168	ORF	ANY1	Putative protein of unknown function, in S. cerevisiae null allele suppresses the lethality of neo1 and dop1 null alleles, as well as the growth defect of a mon2 null allele, and the cold sensitivity of a drs2 null, proposed function as a phospholipid scramblase that reduces membrane asymmetry, PQ loop family member, in S. cerevisiae localizes to the cytoplasm and ER in high throughput studies and is a non-essential gene
PP7435_Chr1-0169	ORF	ROF1	Putative transcription factor containing a WOPR domain, binds DNA in vitro, similar to Candida albicans Wor1p transcription factor that regulates white-opaque switching, overexpression in S. cerevisiae causes a cell cycle delay or arrest
PP7435_Chr1-0170	ORF	PP7435_Chr1-0170	Protein with low similarity to putative AP-1 transcriptional activator (C. maltosa)
PP7435_Chr1-0172	ORF	PP7435_Chr1-0172	Hypothetical protein not conserved, enriched in microsome in methanol-grown cells
PP7435_Chr1-0173	ORF	MET32	Zinc-finger DNA-binding transcription factor, involved in transcriptional regulation of the methionine biosynthetic genes, targets strong transcriptional activator Met4p to promoters of sulfur metabolic genes, feedforward loop exists in the regulation of genes controlled by Met4p and Met32p, lack of such a loop for MET31 may account for the differential actions of Met32p and Met31p, Pichia pastoris does not have the paralog MET31
PP7435_Chr1-0175	ORF	SVL3	Protein of unknown function, mutant phenotype suggests a potential role in vacuolar function, enriched in plasma membrane and microsome, and additionally enriched in cytosol in glucose-grown cells, in S. cerevisiae the green fluorescent protein (GFP)-fusion protein localizes to the cell periphery, cytoplasm, bud, and bud neck and relocalizes from bud neck to cytoplasm upon DNA replication stress, Pichia pastoris does not have the paralog PAP2
PP7435_Chr1-0176	ORF	SCJ1	One of several homologs of bacterial chaperone DnaJ, located in the ER lumen where it cooperates with Kar2p to mediate maturation of proteins, enriched in microsome, and additionally enriched in mitochondria in glucose-grown cells and in Golgi in methanol-grown cells
PP7435_Chr1-0177	ORF	DML1	Essential protein in S. cerevisiae involved in mtDNA inheritance, may also function in the partitioning of the mitochondrial organelle or in the segregation of chromosomes, exhibits regions similar to members of a GTPase family
PP7435_Chr1-0178	ORF	PP7435_Chr1-0178	Hypothetical protein not well conserved
PP7435_Chr1-0179	ORF	TMA16	Protein of unknown function that associates with ribosomes
PP7435_Chr1-0180	ORF	PP7435_Chr1-0180	Protein with low similarity to CAF20, phosphoprotein of the mRNA cap-binding complex, involved in translational control
PP7435_Chr1-0181	ORF	PP7435_Chr1-0181	Protein with low similarity to EFR3, protein required for Stt4-containing PI kinase complex localization which is required for Stt4-containing phosphoinositide (PI) kinase patch assembly at the plasma membrane, enriched among several compartments
PP7435_Chr1-0182	ORF	IML1	GTPase-activating protein (GAP) subunit of the Iml1p/SEACIT complex, SEACIT (Iml1p-Npr2p-Npr3p) is a subcomplex of the SEA complex, a coatomer-related complex that associates dynamically with the vacuole, Iml1p functions in the SEACIT complex as a GAP for the Rag family GTPase Gtr1p (EGOC subunit), resulting in the inhibition of TORC1 signaling in response to amino acid deprivation, the Iml1p/SEACIT complex is required for non-nitrogen-starvation (NNS)-induced autophagy
PP7435_Chr1-0183	ORF	CEF1	Essential splicing factor in S. cerevisiae, associated with Prp19p and the spliceosome, contains an N-terminal c-Myb DNA binding motif necessary for cell viability but not for Prp19p association, evolutionarily conserved and homologous to S. pombe Cdc5
PP7435_Chr1-0184	ORF	CFT1	RNA-binding subunit of the mRNA cleavage and polyadenylation factor, involved in poly(A) site recognition and required for both pre-mRNA cleavage and polyadenylation, 51% sequence similarity with mammalian AAUAA-binding subunit of CPSF
PP7435_Chr1-0185	ORF	RIM20	Protein involved in S. cerevisiae in proteolytic activation of Rim101p in response to alkaline pH, PalA/AIP1/Alix family member, interaction with the ESCRT-III subunit Snf7p suggests a relationship between pH response and multivesicular body formation
PP7435_Chr1-0186	ORF	MOD5	Delta 2-isopentenyl pyrophosphate:tRNA isopentenyl transferase, required for biosynthesis of the modified base isopentenyladenosine in mitochondrial and cytoplasmic tRNAs, gene is nuclear and encodes two isozymic forms, converts to a prion form, and prion conversion contributes to azole antifungal resistance by upregulating ergosterol biosynthesis
PP7435_Chr1-0187	ORF	FSF1	Putative protein, predicted to be an alpha-isopropylmalate carrier, belongs to the sideroblastic-associated protein family, enriched in mitochondria, in S. cerevisiae the non-tagged protein is detected in purified mitochondria, likely to play a role in iron homeostasis
PP7435_Chr1-0188	ORF	ERG12	Mevalonate kinase, acts in the biosynthesis of isoprenoids and sterols, including ergosterol, from mevalonate, enriched in cytosol
PP7435_Chr1-0189	ORF	YTM1	Constituent of 66S pre-ribosomal particles, forms a complex with Nop7p and Erb1p that is required for maturation of the large ribosomal subunit, has seven C-terminal WD repeats, enriched in cytosol, and additionally enriched in Golgi in glucose-grown cells
