PP7435_Chr1-0001	PAS_chr1-3_0003
PP7435_Chr2-0524	PAS_chr2-1_0752
PP7435_Chr2-0525	PAS_chr2-1_0750
PP7435_Chr2-0526	PAS_chr2-1_0749
PP7435_Chr2-0527	PAS_chr2-1_0748
PP7435_Chr2-0528	PAS_chr2-1_0747
PP7435_Chr2-0529	PAS_chr2-1_0746
PP7435_Chr2-0530	PAS_chr2-1_0882
PP7435_Chr2-0531	PAS_chr2-1_0745
PP7435_Chr2-0532	PAS_chr2-1_0744
PP7435_Chr2-0533	PAS_chr2-1_0743
PP7435_Chr2-0534	PAS_chr2-1_0742
PP7435_Chr2-0535	PAS_chr2-1_0741
PP7435_Chr2-0536	PAS_chr2-1_0740
PP7435_Chr2-0537	PAS_chr2-1_0739
PP7435_Chr2-0538	PAS_chr2-1_0738
PP7435_Chr2-0539	PAS_chr2-1_0737
PP7435_Chr2-0540	PAS_chr2-1_0736
PP7435_Chr2-0541	PAS_chr2-1_0735
PP7435_Chr2-0542	PAS_chr2-1_0734
PP7435_Chr2-0543	PAS_chr2-1_0733
PP7435_Chr2-0544	PAS_chr2-1_0732
PP7435_Chr2-0545	PAS_chr2-1_0731
PP7435_Chr2-0546	PAS_chr2-1_0730
PP7435_Chr2-0547	PAS_chr2-1_0729
PP7435_Chr2-0548	PAS_chr2-1_0881
PP7435_Chr2-0549	PAS_chr2-1_0728
PP7435_Chr2-0550	no GS115 homolog
PP7435_Chr2-0551	PAS_chr2-1_0727
PP7435_Chr2-0552	PAS_chr2-1_0726
PP7435_Chr2-0553	PAS_chr2-1_0725
PP7435_Chr2-0554	PAS_chr2-1_0724
PP7435_Chr2-0555	PAS_chr2-1_0723
PP7435_Chr2-0556	PAS_chr2-1_0722
PP7435_Chr2-0557	PAS_chr2-1_0721
PP7435_Chr2-0558	PAS_chr2-1_0720
PP7435_Chr2-0559	PAS_chr2-1_0719
PP7435_Chr2-0560	PAS_chr2-1_0718
PP7435_Chr2-0561	PAS_chr2-1_0717
PP7435_Chr2-0562	PAS_chr2-1_0716
PP7435_Chr2-0563	PAS_chr2-1_0715
PP7435_Chr2-0564	PAS_chr2-1_0714
PP7435_Chr2-0565	PAS_chr2-1_0713
PP7435_Chr2-0566	PAS_chr2-1_0712
PP7435_Chr2-0567	PAS_chr2-1_0711
PP7435_Chr2-0568	PAS_chr2-1_0710
PP7435_Chr2-0569	PAS_chr2-1_0880
PP7435_Chr2-0570	PAS_chr2-1_0709
PP7435_Chr2-0571	PAS_chr2-1_0708
PP7435_Chr2-0572	PAS_chr2-1_0707
PP7435_Chr2-0573	PAS_chr2-1_0706
PP7435_Chr2-0574	PAS_chr2-1_0705
PP7435_Chr2-0575	PAS_chr2-1_0704
PP7435_Chr2-0576	PAS_chr2-1_0703
PP7435_Chr2-0577	PAS_chr2-1_0702
PP7435_Chr2-0578	PAS_chr2-1_0701
PP7435_Chr2-0579	PAS_chr2-1_0700
PP7435_Chr2-0580	PAS_chr2-1_0699
PP7435_Chr2-0581	PAS_chr2-1_0698
PP7435_Chr2-0582	PAS_chr2-1_0879
PP7435_Chr2-0583	PAS_chr2-1_0697
PP7435_Chr2-0584	homolog not anymore annotated
PP7435_Chr2-0585	PAS_chr2-1_0695
PP7435_Chr2-0586	PAS_chr2-1_0694
PP7435_Chr2-0587	PAS_chr2-1_0878
PP7435_Chr2-0588	PAS_chr2-1_0693
PP7435_Chr2-0589	PAS_chr2-1_0692
PP7435_Chr2-0590	PAS_chr2-1_0690
PP7435_Chr2-0591	PAS_chr2-1_0689
PP7435_Chr2-0592	PAS_chr2-1_0688
PP7435_Chr2-0593	PAS_chr2-1_0687
PP7435_Chr2-0594	PAS_chr2-1_0686
PP7435_Chr2-0595	PAS_chr2-1_0685
PP7435_Chr2-0596	PAS_chr2-1_0684
PP7435_Chr2-0597	PAS_chr2-1_0683
PP7435_Chr2-0598	PAS_chr2-1_0682
PP7435_Chr2-0599	PAS_chr2-1_0681
PP7435_Chr2-0600	PAS_chr2-1_0680
PP7435_Chr2-0601	PAS_chr2-1_0679
PP7435_Chr2-0602	PAS_chr2-1_0678
PP7435_Chr2-0603	PAS_chr2-1_0677
PP7435_Chr2-0604	PAS_chr2-1_0676
PP7435_Chr2-0605	PAS_chr2-1_0877
PP7435_Chr2-0606	PAS_chr2-1_0675
PP7435_Chr2-0607	PAS_chr2-1_0674
PP7435_Chr2-0608	PAS_chr2-1_0673
PP7435_Chr2-0609	PAS_chr2-1_0672
PP7435_Chr2-0610	PAS_chr2-1_0671
PP7435_Chr2-0612	PAS_chr2-1_0668
PP7435_Chr2-0613	PAS_chr2-1_0667
PP7435_Chr2-0614	PAS_chr2-1_0876
PP7435_Chr2-0615	PAS_chr2-1_0666
PP7435_Chr2-0616	PAS_chr2-1_0665
PP7435_Chr2-0617	PAS_chr2-1_0664
PP7435_Chr2-0619	PAS_chr2-1_0662
PP7435_Chr2-0620	PAS_chr2-1_0661
PP7435_Chr2-0621	PAS_chr2-1_0660
PP7435_Chr2-0622	PAS_chr2-1_0659
PP7435_Chr2-0623	PAS_chr2-1_0658
PP7435_Chr2-0624	PAS_chr2-1_0657
PP7435_Chr2-0625	PAS_chr2-1_0656
PP7435_Chr2-0626	PAS_chr2-1_0655
PP7435_Chr2-0627	PAS_chr2-1_0654
PP7435_Chr2-0628	PAS_chr2-1_0653
PP7435_Chr2-0629	PAS_chr2-1_0652
PP7435_Chr2-0630	PAS_chr2-1_0651
PP7435_Chr2-0631	PAS_chr2-1_0874
PP7435_Chr2-0632	PAS_chr2-1_0649
PP7435_Chr2-0633	PAS_chr2-1_0648
PP7435_Chr2-0634	PAS_chr2-1_0647
PP7435_Chr2-0635	PAS_chr2-1_0646
PP7435_Chr2-0636	PAS_chr2-1_0644
PP7435_Chr2-0637	PAS_chr2-1_0643
PP7435_Chr2-0638	PAS_chr2-1_0642
PP7435_Chr2-0639	PAS_chr2-1_0641
PP7435_Chr2-0640	PAS_chr2-1_0640
PP7435_Chr2-0641	PAS_chr2-1_0639
PP7435_Chr2-0642	PAS_chr2-1_0638
PP7435_Chr2-0643	PAS_chr2-1_0637
PP7435_Chr2-0644	PAS_chr2-1_0873
PP7435_Chr2-0645	PAS_chr2-1_0635
PP7435_Chr2-0646	PAS_chr2-1_0634
PP7435_Chr2-0647	PAS_chr2-1_0633
PP7435_Chr2-0648	PAS_chr2-1_0632
PP7435_Chr2-0649	PAS_chr2-1_0631
PP7435_Chr2-0650	PAS_chr2-1_0630
PP7435_Chr2-0651	PAS_chr2-1_0629
PP7435_Chr2-0652	PAS_chr2-1_0872
PP7435_Chr2-0653	PAS_chr2-1_0628
PP7435_Chr2-0654	PAS_chr2-1_0627
PP7435_Chr2-0655	PAS_chr2-1_0626
PP7435_Chr2-0656	PAS_chr2-1_0871
PP7435_Chr2-0657	PAS_chr2-1_0625
PP7435_Chr2-0658	PAS_chr2-1_0870
PP7435_Chr2-0659	PAS_chr2-1_0624
PP7435_Chr2-0660	PAS_chr2-1_0623
PP7435_Chr2-0661	PAS_chr2-1_0622
PP7435_Chr2-0662	PAS_chr2-1_0621
PP7435_Chr2-0663	PAS_chr2-1_0620
PP7435_Chr2-0664	PAS_chr2-1_0619
PP7435_Chr2-0665	PAS_chr2-1_0618
PP7435_Chr2-0666	PAS_chr2-1_0617
PP7435_Chr2-0667	PAS_chr2-1_0616
PP7435_Chr2-0668	PAS_chr2-1_0615
PP7435_Chr2-0669	PAS_chr2-1_0869
PP7435_Chr2-0670	PAS_chr2-1_0613
PP7435_Chr2-0671	PAS_chr2-1_0868
PP7435_Chr2-0672	PAS_chr2-1_0611
PP7435_Chr2-0673	PAS_chr2-1_0867
PP7435_Chr2-0674	PAS_chr2-1_0610
PP7435_Chr2-0675	PAS_chr2-1_0609
PP7435_Chr2-0676	PAS_chr2-1_0608
PP7435_Chr2-0677	PAS_chr2-1_0607
PP7435_Chr2-0678	PAS_chr2-1_0606
PP7435_Chr2-0679	PAS_chr2-1_0605
PP7435_Chr2-0680	
PP7435_Chr2-0681	PAS_chr2-1_0604
PP7435_Chr2-0682	PAS_chr2-1_0603
PP7435_Chr2-0683	PAS_chr2-1_0866
PP7435_Chr2-0684	PAS_chr2-1_0602
PP7435_Chr2-0685	PAS_chr2-1_0601
PP7435_Chr2-0686	homolog not anymore annotated
PP7435_Chr2-0687	PAS_chr2-1_0599
PP7435_Chr2-0688	PAS_chr2-1_0598
PP7435_Chr2-0689	PAS_chr2-1_0597
PP7435_Chr2-0690	PAS_chr2-1_0596
PP7435_Chr2-0691	PAS_chr2-1_0595
PP7435_Chr2-0692	PAS_chr2-1_0594
PP7435_Chr2-0693	PAS_chr2-1_0593
PP7435_Chr2-0694	PAS_chr2-1_0592
PP7435_Chr2-0695	PAS_chr2-1_0591
PP7435_Chr2-0696	PAS_chr2-1_0590
PP7435_Chr2-0697	PAS_chr2-1_0589
PP7435_Chr2-0698	PAS_chr2-1_0865
PP7435_Chr2-0699	PAS_chr2-1_0588
PP7435_Chr2-0700	PAS_chr2-1_0587
PP7435_Chr2-0701	PAS_chr2-1_0586
PP7435_Chr2-0702	PAS_chr2-1_0585
PP7435_Chr2-0703	PAS_chr2-1_0584
PP7435_Chr2-0704	PAS_chr2-1_0583
PP7435_Chr2-0705	PAS_chr2-1_0582
PP7435_Chr2-0706	PAS_chr2-1_0581
PP7435_Chr2-0707	PAS_chr2-1_0580
PP7435_Chr2-0708	PAS_chr2-1_0864
PP7435_Chr2-0709	PAS_chr2-1_0579
PP7435_Chr2-0710	PAS_chr2-1_0578
PP7435_Chr2-0711	PAS_chr2-1_0577
PP7435_Chr2-0712	PAS_chr2-1_0576
PP7435_Chr2-0713	PAS_chr2-1_0574
PP7435_Chr2-0714	PAS_chr2-1_0573
PP7435_Chr2-0715	PAS_chr2-1_0572
PP7435_Chr2-0716	PAS_chr2-1_0571
PP7435_Chr2-0717	PAS_chr2-1_0570
PP7435_Chr2-0719	PAS_chr2-1_0568
PP7435_Chr2-0720	PAS_chr2-1_0567
PP7435_Chr2-0721	no GS115 homolog
PP7435_Chr2-0722	PAS_chr2-1_0566
PP7435_Chr2-0723	PAS_chr2-1_0565
PP7435_Chr2-0725	PAS_chr2-1_0563
PP7435_Chr2-0726	PAS_chr2-1_0562
PP7435_Chr2-0727	PAS_chr2-1_0862
PP7435_Chr2-0728	PAS_chr2-1_0861
PP7435_Chr2-0729	PAS_chr2-1_0560
PP7435_Chr2-0730	PAS_chr2-1_0559
PP7435_Chr2-0731	PAS_chr2-1_0558
PP7435_Chr2-0732	PAS_chr2-1_0557
PP7435_Chr2-0733	PAS_chr2-1_0556
PP7435_Chr2-0734	PAS_chr2-1_0555
PP7435_Chr2-0735	PAS_chr2-1_0554
PP7435_Chr2-0736	PAS_chr2-1_0553
PP7435_Chr2-0737	PAS_chr2-1_0552
PP7435_Chr2-0738	PAS_chr2-1_0551
PP7435_Chr2-0739	
PP7435_Chr2-0740	PAS_chr2-1_0550
PP7435_Chr2-0741	PAS_chr2-1_0549
PP7435_Chr2-0742	PAS_chr2-1_0548
PP7435_Chr2-0743	PAS_chr2-1_0547
PP7435_Chr2-0744	PAS_chr2-1_0860
PP7435_Chr2-0745	PAS_chr2-1_0546
PP7435_Chr2-0746	PAS_chr2-1_0545
PP7435_Chr2-0747	PAS_chr2-1_0544
PP7435_Chr2-0748	PAS_chr2-1_0543
PP7435_Chr2-0749	PAS_chr2-1_0542
PP7435_Chr2-0750	PAS_chr2-1_0541
PP7435_Chr2-0751	PAS_chr2-1_0540
PP7435_Chr2-0752	PAS_chr2-1_0539
PP7435_Chr2-0753	PAS_chr2-1_0538
PP7435_Chr2-0754	PAS_chr2-1_0537
PP7435_Chr2-0755	PAS_chr2-1_0536
PP7435_Chr2-0756	PAS_chr2-1_0535
PP7435_Chr2-0757	PAS_chr2-1_0534
PP7435_Chr2-0758	PAS_chr2-1_0533
PP7435_Chr2-0759	PAS_chr2-1_0532
PP7435_Chr2-0760	PAS_chr2-1_0531
PP7435_Chr2-0761	PAS_chr2-1_0530
PP7435_Chr2-0762	homolog not anymore annotated
PP7435_Chr2-0763	PAS_chr2-1_0528
PP7435_Chr2-0764	PAS_chr2-1_0527
PP7435_Chr2-0765	PAS_chr2-1_0526
PP7435_Chr2-0766	PAS_chr2-1_0858
PP7435_Chr2-0767	homolog not anymore annotated
PP7435_Chr2-0768	PAS_chr2-1_0523
PP7435_Chr2-0769	PAS_chr2-1_0522
PP7435_Chr2-0770	PAS_chr2-1_0521
PP7435_Chr2-0772	PAS_chr2-1_0855
PP7435_Chr2-0773	PAS_chr2-1_0519
PP7435_Chr2-0774	PAS_chr2-1_0518
PP7435_Chr2-0776	PAS_chr2-1_0516
PP7435_Chr2-0777	PAS_chr2-1_0515
PP7435_Chr2-0778	PAS_chr2-1_0514
PP7435_Chr2-0779	no GS115 homolog
PP7435_Chr2-0780	PAS_chr2-1_0513
PP7435_Chr2-0781	PAS_chr2-1_0512
PP7435_Chr2-0782	PAS_chr2-1_0511
PP7435_Chr2-0783	PAS_chr2-1_0510
PP7435_Chr2-0784	PAS_chr2-1_0509
PP7435_Chr2-0785	PAS_chr2-1_0508
PP7435_Chr2-0786	PAS_chr2-1_0507
PP7435_Chr2-0787	PAS_chr2-1_0853
PP7435_Chr2-0789	
PP7435_Chr2-0790	PAS_chr2-1_0504
PP7435_Chr2-0791	PAS_chr2-1_0503
PP7435_Chr2-0792	PAS_chr2-1_0502
PP7435_Chr2-0793	PAS_chr2-1_0501
PP7435_Chr2-0794	PAS_chr2-1_0500
PP7435_Chr2-0795	PAS_chr2-1_0852
PP7435_Chr2-0796	PAS_chr2-1_0499
PP7435_Chr2-0797	PAS_chr2-1_0498
PP7435_Chr2-0798	PAS_chr2-1_0497
PP7435_Chr2-0800	PAS_chr2-1_0494
PP7435_Chr2-0801	PAS_chr2-1_0493
PP7435_Chr2-0802	PAS_chr2-1_0492
PP7435_Chr2-0803	PAS_chr2-1_0491
PP7435_Chr2-0804	PAS_chr2-1_0490
PP7435_Chr2-0805	PAS_chr2-1_0851
PP7435_Chr2-0806	PAS_chr2-1_0489
PP7435_Chr2-0807	PAS_chr2-1_0488
PP7435_Chr2-0808	PAS_chr2-1_0487
PP7435_Chr2-0809	PAS_chr2-1_0486
PP7435_Chr2-0810	PAS_chr2-1_0485
PP7435_Chr2-0811	PAS_chr2-1_0484
PP7435_Chr2-0813	PAS_chr2-1_0481
PP7435_Chr2-0814	PAS_chr2-1_0480
PP7435_Chr2-0815	PAS_chr2-1_0479
PP7435_Chr2-0816	PAS_chr2-1_0478
PP7435_Chr2-0817	PAS_chr2-1_0477
PP7435_Chr2-0818	PAS_chr2-1_0476
PP7435_Chr2-0820	PAS_chr2-1_0473
PP7435_Chr2-0821	PAS_chr2-1_0472
PP7435_Chr2-0822	PAS_chr2-1_0471
PP7435_Chr2-0823	PAS_chr2-1_0470
PP7435_Chr2-0824	PAS_chr2-1_0850
PP7435_Chr2-0825	PAS_chr2-1_0469
PP7435_Chr2-0826	PAS_chr2-1_0849
PP7435_Chr2-0827	
PP7435_Chr2-0828	PAS_chr2-1_0468
PP7435_Chr2-0829	PAS_chr2-1_0467
PP7435_Chr2-0830	PAS_chr2-1_0466
PP7435_Chr2-0831	PAS_chr2-1_0465
PP7435_Chr2-0832	PAS_chr2-1_0464
PP7435_Chr2-0833	PAS_chr2-1_0463
PP7435_Chr2-0834	PAS_chr2-1_0462
PP7435_Chr2-0836	PAS_chr2-1_0460
PP7435_Chr2-0837	PAS_chr2-1_0459
PP7435_Chr2-0838	PAS_chr2-1_0458
PP7435_Chr2-0839	PAS_chr2-1_0457
PP7435_Chr2-0840	PAS_chr2-1_0456
PP7435_Chr2-0841	PAS_chr2-1_0455
PP7435_Chr2-0842	PAS_chr2-1_0454
PP7435_Chr2-0843	PAS_chr2-1_0453
PP7435_Chr2-0844	PAS_chr2-1_0452
PP7435_Chr2-0845	PAS_chr2-1_0451
PP7435_Chr2-0846	PAS_chr2-1_0450
PP7435_Chr2-0847	PAS_chr2-1_0449
PP7435_Chr2-0848	PAS_chr2-1_0448
PP7435_Chr2-0849	PAS_chr2-1_0447
PP7435_Chr2-0850	PAS_chr2-1_0446
PP7435_Chr2-0851	PAS_chr2-1_0445
PP7435_Chr2-0852	PAS_chr2-1_0444
PP7435_Chr2-0853	PAS_chr2-1_0443
PP7435_Chr2-0854	PAS_chr2-1_0442
PP7435_Chr2-0855	PAS_chr2-1_0441
PP7435_Chr2-0856	PAS_chr2-1_0440
PP7435_Chr2-0857	PAS_chr2-1_0439
PP7435_Chr2-0858	PAS_chr2-1_0437
PP7435_Chr2-0859	PAS_chr2-1_0436
PP7435_Chr2-0861	PAS_chr2-1_0838
PP7435_Chr2-0862	PAS_chr2-1_0845
PP7435_Chr2-0863	PAS_chr2-1_0840
PP7435_Chr2-0864	PAS_chr2-1_0434
PP7435_Chr2-0865	PAS_chr2-1_0835
PP7435_Chr2-0866	PAS_chr2-1_0433
PP7435_Chr2-0867	PAS_chr2-1_0432
PP7435_Chr2-0868	PAS_chr2-1_0431
PP7435_Chr2-0869	PAS_chr2-1_0430
PP7435_Chr2-0871	PAS_chr2-1_0428
PP7435_Chr2-0872	PAS_chr2-1_0427
PP7435_Chr2-0873	PAS_chr2-1_0426
PP7435_Chr2-0874	PAS_chr2-1_0425
PP7435_Chr2-0875	PAS_chr2-1_0424
PP7435_Chr2-0876	PAS_chr2-1_0423
PP7435_Chr2-0878	PAS_chr2-1_0421
PP7435_Chr2-0879	PAS_chr2-1_0419
PP7435_Chr2-0880	PAS_chr2-1_0418
PP7435_Chr2-0881	PAS_chr2-1_0417
PP7435_Chr2-0882	PAS_chr2-1_0416
PP7435_Chr2-0883	PAS_chr2-1_0834
PP7435_Chr2-0884	PAS_chr2-1_0415
PP7435_Chr2-0885	PAS_chr2-1_0414
PP7435_Chr2-0886	PAS_chr2-1_0413
PP7435_Chr2-0887	PAS_chr2-1_0412
PP7435_Chr2-0888	PAS_chr2-1_0411
PP7435_Chr2-0889	PAS_chr2-1_0410
PP7435_Chr2-0890	no GS115 homolog
PP7435_Chr2-0891	PAS_chr2-1_0409
PP7435_Chr2-0892	PAS_chr2-1_0408
PP7435_Chr2-0893	PAS_chr2-1_0407
PP7435_Chr2-0894	PAS_chr2-1_0406
PP7435_Chr2-0895	PAS_chr2-1_0405
PP7435_Chr2-0896	PAS_chr2-1_0404
PP7435_Chr2-0897	PAS_chr2-1_0402
PP7435_Chr2-0898	PAS_chr2-1_0401
PP7435_Chr2-0899	PAS_chr2-1_0400
PP7435_Chr2-0900	PAS_chr2-1_0399
PP7435_Chr2-0901	PAS_chr2-1_0397
PP7435_Chr2-0902	PAS_chr2-1_0396
PP7435_Chr2-0903	PAS_chr2-1_0395
PP7435_Chr2-0904	PAS_chr2-1_0394
PP7435_Chr2-0905	PAS_chr2-1_0393
PP7435_Chr2-0906	PAS_chr2-1_0392
PP7435_Chr2-0907	PAS_chr2-1_0391
PP7435_Chr2-0908	homolog not anymore annotated
PP7435_Chr2-0909	PAS_chr2-1_0389
PP7435_Chr2-0910	PAS_chr2-1_0388
PP7435_Chr2-0911	PAS_chr2-1_0387
PP7435_Chr2-0912	PAS_chr2-1_0386
PP7435_Chr2-0913	PAS_chr2-1_0385
PP7435_Chr2-0914	PAS_chr2-1_0384
PP7435_Chr2-0915	PAS_chr2-1_0383
PP7435_Chr2-0916	PAS_chr2-1_0382
PP7435_Chr2-0917	PAS_chr2-1_0380
PP7435_Chr2-0918	PAS_chr2-1_0379
PP7435_Chr2-0919	PAS_chr2-1_0378
PP7435_Chr2-0920	PAS_chr2-1_0377
PP7435_Chr2-0921	PAS_chr2-1_0832
PP7435_Chr2-0922	
PP7435_Chr2-0923	PAS_chr2-1_0376
PP7435_Chr2-0924	PAS_chr2-1_0375
PP7435_Chr2-0925	no GS115 homolog
PP7435_Chr2-0926	PAS_chr2-1_0374
PP7435_Chr2-0927	PAS_chr2-1_0373
PP7435_Chr2-0928	PAS_chr2-1_0372
PP7435_Chr2-0929	PAS_chr2-1_0371
PP7435_Chr2-0930	PAS_chr2-1_0370
PP7435_Chr2-0931	PAS_chr2-1_0369
PP7435_Chr2-0932	PAS_chr2-1_0368
PP7435_Chr2-0933	PAS_chr2-1_0367
PP7435_Chr2-0934	PAS_chr2-1_0366
PP7435_Chr2-0935	PAS_chr2-1_0365
PP7435_Chr2-0936	PAS_chr2-1_0364
PP7435_Chr2-0937	PAS_chr2-1_0363
PP7435_Chr2-0938	PAS_chr2-1_0831
PP7435_Chr2-0940	PAS_chr2-1_0360
PP7435_Chr2-0941	PAS_chr2-1_0359
PP7435_Chr2-0942	PAS_chr2-1_0358
PP7435_Chr2-0943	PAS_chr2-1_0357
PP7435_Chr2-0944	PAS_chr2-1_0356
PP7435_Chr2-0945	PAS_chr2-1_0355
PP7435_Chr2-0946	PAS_chr2-1_0354
PP7435_Chr2-0947	PAS_chr2-1_0353
PP7435_Chr2-0948	PAS_chr2-1_0351
PP7435_Chr2-0949	PAS_chr2-1_0350
PP7435_Chr2-0950	PAS_chr2-1_0349
PP7435_Chr2-0951	PAS_chr2-1_0348
PP7435_Chr2-0952	PAS_chr2-1_0347
PP7435_Chr2-0953	PAS_chr2-1_0346
PP7435_Chr2-0954	PAS_chr2-1_0893
PP7435_Chr2-0955	PAS_chr2-1_0345
PP7435_Chr2-0956	PAS_chr2-1_0344
PP7435_Chr2-0957	PAS_chr2-1_0343
PP7435_Chr2-0958	PAS_chr2-1_0342
PP7435_Chr2-0959	PAS_chr2-1_0341
PP7435_Chr2-0960	PAS_chr2-1_0340
PP7435_Chr2-0961	PAS_chr2-1_0339
PP7435_Chr2-0962	PAS_chr2-1_0338
PP7435_Chr2-0963	PAS_chr2-1_0336
PP7435_Chr2-0964	PAS_chr2-1_0335
PP7435_Chr2-0965	PAS_chr2-1_0334
PP7435_Chr2-0966	PAS_chr2-1_0333
PP7435_Chr2-0967	PAS_chr2-1_0331
PP7435_Chr2-0968	PAS_chr2-1_0330
PP7435_Chr2-0969	PAS_chr2-1_0329
PP7435_Chr2-0970	PAS_chr2-1_0830
PP7435_Chr2-0971	PAS_chr2-1_0829
PP7435_Chr2-0972	PAS_chr2-1_0328
PP7435_Chr2-0973	PAS_chr2-1_0327
PP7435_Chr2-0974	PAS_chr2-1_0326
PP7435_Chr2-0975	PAS_chr2-1_0325
PP7435_Chr2-0976	PAS_chr2-1_0324
PP7435_Chr2-0977	PAS_chr2-1_0828
PP7435_Chr2-0978	PAS_chr2-1_0323
PP7435_Chr2-0979	PAS_chr2-1_0322
PP7435_Chr2-0980	PAS_chr2-1_0827
PP7435_Chr2-0981	PAS_chr2-1_0321
PP7435_Chr2-0982	PAS_chr2-1_0320
PP7435_Chr2-0983	PAS_chr2-1_0319
PP7435_Chr2-0984	PAS_chr2-1_0318
PP7435_Chr2-0985	PAS_chr2-1_0317
PP7435_Chr2-0986	
PP7435_Chr2-0987	PAS_chr2-1_0316
PP7435_Chr2-0988	PAS_chr2-1_0315
PP7435_Chr2-0989	PAS_chr2-1_0314
PP7435_Chr2-0990	PAS_chr2-1_0313
PP7435_Chr2-0991	PAS_chr2-1_0311
PP7435_Chr2-0992	PAS_chr2-1_0309
PP7435_Chr2-0993	PAS_chr2-1_0308
PP7435_Chr2-0994	PAS_chr2-1_0307
PP7435_Chr2-0995	PAS_chr2-1_0305
PP7435_Chr2-0996	PAS_chr2-1_0304
PP7435_Chr2-0997	homolog not anymore annotated
PP7435_Chr2-0998	PAS_chr2-1_0303
PP7435_Chr2-0999	PAS_chr2-1_0825
PP7435_Chr2-1000	PAS_chr2-1_0302
PP7435_Chr2-1001	PAS_chr2-1_0301
PP7435_Chr2-1003	
PP7435_Chr2-1004	PAS_chr2-1_0299
PP7435_Chr2-1005	PAS_chr2-1_0824
PP7435_Chr2-1006	PAS_chr2-1_0298
PP7435_Chr2-1007	PAS_chr2-1_0297
PP7435_Chr2-1008	PAS_chr2-1_0296
PP7435_Chr2-1009	PAS_chr2-1_0295
PP7435_Chr2-1010	PAS_chr2-1_0823
PP7435_Chr2-1011	PAS_chr2-1_0294
PP7435_Chr2-1012	
PP7435_Chr2-1013	PAS_chr2-1_0293
PP7435_Chr2-1014	PAS_chr2-1_0292
PP7435_Chr2-1015	PAS_chr2-1_0291
PP7435_Chr2-1016	PAS_chr2-1_0290
PP7435_Chr2-1017	PAS_chr2-1_0289
PP7435_Chr2-1018	PAS_chr2-1_0288
PP7435_Chr2-1019	PAS_chr2-1_0287
PP7435_Chr2-1020	PAS_chr2-1_0285
PP7435_Chr2-1021	PAS_chr2-1_0284
PP7435_Chr2-1022	PAS_chr2-1_0283
PP7435_Chr2-1023	no GS115 homolog
PP7435_Chr2-1024	PAS_chr2-1_0282
PP7435_Chr2-1025	PAS_chr2-1_0281
PP7435_Chr2-1026	PAS_chr2-1_0280
PP7435_Chr2-1027	PAS_chr2-1_0279
PP7435_Chr2-1028	PAS_chr2-1_0278
PP7435_Chr2-1029	PAS_chr2-1_0277
PP7435_Chr2-1030	PAS_chr2-1_0276
PP7435_Chr2-1031	PAS_chr2-1_0275
PP7435_Chr2-1032	PAS_chr2-1_0274
PP7435_Chr2-1033	PAS_chr2-1_0273
PP7435_Chr2-1034	PAS_chr2-1_0272
PP7435_Chr2-1036	PAS_chr2-1_0270
PP7435_Chr2-1037	PAS_chr2-1_0269
PP7435_Chr2-1038	PAS_chr2-1_0268
PP7435_Chr2-1039	PAS_chr2-1_0267
PP7435_Chr2-1040	PAS_chr2-1_0266
PP7435_Chr2-1041	PAS_chr2-1_0265
PP7435_Chr2-1042	PAS_chr2-1_0264
PP7435_Chr2-1043	PAS_chr2-1_0263
PP7435_Chr2-1044	PAS_chr2-1_0262
PP7435_Chr2-1045	PAS_chr2-1_0261
PP7435_Chr2-1046	PAS_chr2-1_0260
PP7435_Chr2-1047	PAS_chr2-1_0258
PP7435_Chr2-1048	PAS_chr2-1_0257
PP7435_Chr2-1049	PAS_chr2-1_0256
PP7435_Chr2-1050	PAS_chr2-1_0255
PP7435_Chr2-1051	PAS_chr2-1_0254
PP7435_Chr2-1052	PAS_chr2-1_0253
PP7435_Chr2-1054	PAS_chr2-1_0250
PP7435_Chr2-1055	PAS_chr2-1_0249
PP7435_Chr2-1056	PAS_chr2-1_0248
PP7435_Chr2-1057	PAS_chr2-1_0247
PP7435_Chr2-1058	PAS_chr2-1_0246
PP7435_Chr2-1059	PAS_chr2-1_0245
PP7435_Chr2-1060	PAS_chr2-1_0244
PP7435_Chr2-1061	PAS_chr2-1_0820
PP7435_Chr2-1062	PAS_chr2-1_0243
PP7435_Chr2-1063	PAS_chr2-1_0242
PP7435_Chr2-1064	PAS_chr2-1_0241
PP7435_Chr2-1065	PAS_chr2-1_0240
PP7435_Chr2-1066	PAS_chr2-1_0239
PP7435_Chr2-1067	PAS_chr2-1_0819
PP7435_Chr2-1068	PAS_chr2-1_0238
PP7435_Chr2-1069	PAS_chr2-1_0237
PP7435_Chr2-1070	PAS_chr2-1_0235
PP7435_Chr2-1071	PAS_chr2-1_0234
PP7435_Chr2-1072	PAS_chr2-1_0233
PP7435_Chr2-1073	PAS_chr2-1_0232
PP7435_Chr2-1074	PAS_chr2-1_0231
PP7435_Chr2-1075	PAS_chr2-1_0230
PP7435_Chr2-1076	PAS_chr2-1_0229
PP7435_Chr2-1077	PAS_chr2-1_0228
PP7435_Chr2-1078	PAS_chr2-1_0227
PP7435_Chr2-1079	PAS_chr2-1_0226
PP7435_Chr2-1080	PAS_chr2-1_0225
PP7435_Chr2-1081	PAS_chr2-1_0224
PP7435_Chr2-1082	PAS_chr2-1_0223
PP7435_Chr2-1083	PAS_chr2-1_0222
